,Sentence,Author_name
1618," So find you buddy, support each other and build a strong team",Katrin-Franke
1619, It is a culture of sharing that will help you to make a difference,Katrin-Franke
1620,"  Tina: Thank you very much Professor Katrin Franke, professor at NTNU, Norway",Katrin-Franke
1621,   ,Katrin-Franke
1622,It's hard to believe that I am done with my first full academic year at Tufts,Vasanth-Sarathy
1623," I know everyone says time flies, but I often find that expression to be meaningless in the moment and unhelpful in hindsight",Vasanth-Sarathy
1624," When I am going through a challenging time I rarely feel like time flies and when it's done, I don't find myself at peace with the knowledge that it went by quickly",Vasanth-Sarathy
1625," But, sometimes, not always, that expression can bring to bear something quite empowering and confidence-boosting: the idea that experiences, both good and bad, are fleeting and must be, for the lack of a better term, experienced and learned from",Vasanth-Sarathy
1626," I learned a lot this past year, and if there is one thing I wish I knew when I started is to have confidence in myself and in my commitment to learn",Vasanth-Sarathy
1627," It can be challenging entering a new environment, but I think it is okay to strive to be confident in your own abilities and experiences",Vasanth-Sarathy
1628," I am a Computer Science and Cognitive Science student, which means I am required to take CS classes and also classes in other cognitive science topics like Philosophy and Psychology",Vasanth-Sarathy
1629, I love learning new things and this past year has been all about learning fun new concepts,Vasanth-Sarathy
1630," I learned about interesting questions in Computer Science like what is the computational complexity of video games like Super Mario Brothers, which by the way was proven to be NP-Complete (math-speak for really, really hard for computers) by our own Tufts Professor Greg Aloupis",Vasanth-Sarathy
1631," For the mathematically inclined amongst us, see here for proof",Vasanth-Sarathy
1632," I was able to learn about fascinating and profound philosophical questions about our own minds, consciousness and the ties between cognitive science and artificial intelligence with none other than Professor Dan Dennett",Vasanth-Sarathy
1633," Philosophy, math, and computer science came together in a single class this semester for me as I learned about Turing Machines and the limits of what computers can do, all from Tufts' award-wining Professor Ben Hescott",Vasanth-Sarathy
1634," Ben brought a level of excitement, entertainment and humor to theoretical computer science that I have never seen",Vasanth-Sarathy
1635, Check out this news story about him,Vasanth-Sarathy
1636, Who knew humor could help with learning,Vasanth-Sarathy
1637," Apparently researchers looking into this very question did all along! Besides learning how to answer questions, I also got the opportunity to learn how to ask them in my research",Vasanth-Sarathy
1638, I explored some interesting questions around how we perceive objects in our environment,Vasanth-Sarathy
1639," How do we reason that sometimes we can use coins as screwdrivers or pens as bottle openers? Believe me, I tried it and it really works! Asking these questions and beginning to find answers to them has allowed me to travel to scientific conferences this past year and afforded me the opportunity find mentors and discuss my work with other researchers",Vasanth-Sarathy
1640, I also discovered all the great programs and opportunities Tufts has for folks who want to learn to share their ideas,Vasanth-Sarathy
1641," We had Tufts Ignite, Cognitive Science Graduate Symposium and the Tufts Graduate Research Symposium, to name a few",Vasanth-Sarathy
1642," In addition, the Greater-Boston area celebrates Cambridge Science festival every year and this year, the postdoctoral researchers from Tufts and MGH put together a great spotlight talks event at the Rattlesnake in Boston",Vasanth-Sarathy
1643, Several graduate students and postdocs from Tufts and MGH gave short talks to the general public (and I really mean general public) about their research,Vasanth-Sarathy
1644, I had the good fortune of being involved in these talks and I really began to appreciate the importance of communicating your ideas to the world,Vasanth-Sarathy
1645," So, looking back, it has been an exciting first year",Vasanth-Sarathy
1646, I thought being confident was about how much you knew,Vasanth-Sarathy
1647," If you wanted to be confident in programming then you should know Java, right? But, having completed my first year (and learning Java), I am humbled by the discovery of all the new things I must now learn",Vasanth-Sarathy
1648," It appears as I learn, the amount there is left to learn keeps growing, and growing at a faster and faster rate",Vasanth-Sarathy
1649," As daunting as this sounds, I began to realize that this is a good thing",Vasanth-Sarathy
1650, It means I can now shift my focus from maximizing what to learn to instead optimizing my learning process,Vasanth-Sarathy
1651," Being confident is not about how much you know, but about your commitment to learning and the quality of your process of learning",Vasanth-Sarathy
1652," I am looking forward to the summer, when I get to dig a bit deeper into my research, work with and mentor some talented undergrads, and build robots! Happy summer!  ",Vasanth-Sarathy
1653,com  Sitemap   Naturejobs  Blog    Previous post Development and debate about the March for Science Log In  Register       Next post How to be good at multitasking   NATUREJOBSI NATUREJOBSBLOG The start and the middle: beginning your PhD 20 Fgb 2017 [ 13,Jack's story
