,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
1572, Remember on one hand that you are very dependent on them but they are also dependent on you and your loved ones may sacrifice their own life or career just for your PhD,Katrin-Franke,0.7964,Positive,0.7,Positive
1573, So having this harmony at home even in times of struggle I think is very important,Katrin-Franke,0.296,Neutral,0.4,Positive
1574,  The next network I think is important is your peers in the lab,Katrin-Franke,0.2023,Neutral,0.2,Positive
1575," Your fellow PhDs, your fellow postdocs, you are sitting all in the same boat",Katrin-Franke,0.0,Neutral,0.0,Neutral
1576," From a culture of sharing within this small environment, the whole group can exceed and they can in a safe and protected environment try out their knowledge and skills",Katrin-Franke,0.7906,Positive,0.15,Positive
1577,"  The next network I believe is important is in the institute, which is the extended version of the lab",Katrin-Franke,0.2023,Neutral,0.2,Positive
1578, And then the network that you build at conferences dedicated to your field,Katrin-Franke,0.0,Neutral,0.0,Neutral
1579," If you are in the lucky situation that your funding allows you to travel to present your research at a conference, go, spend time, learn from other researchers in the field, broaden your perspectives on the domain and see where others are going",Katrin-Franke,0.5719,Positive,0.16666666666666666,Positive
1580," Those colleagues and those friendships that you build at this time, these might be your research partners when you are becoming more senior",Katrin-Franke,0.4404,Neutral,0.0,Neutral
1581," When you are applying for a grant proposal, when you are organising a conference, when you are writing a book",Katrin-Franke,0.3612,Neutral,0.0,Neutral
1582,  And then there is the last network that I would like to mention,Katrin-Franke,0.3612,Neutral,0.0,Neutral
1583," I strongly believe in the cooperation and impact of science working partitioners, working for instance with the biologists if you are in the domain, or working with technicians, those can often share with you a broad amount of experiences, technical experiences that you have just not earned yet because you are young",Katrin-Franke,0.5106,Positive,0.14895833333333333,Positive
1584, Listen to them,Katrin-Franke,0.0,Neutral,0.0,Neutral
1585, It will give you new perspectives on your research project and broaden your horizon and may give you the idea that eventually adheres to a Nobel prize,Katrin-Franke,0.5106,Positive,0.13636363636363635,Positive
1586,  I would say build your own trust network around you on different levels and start with your family at home,Katrin-Franke,0.5106,Positive,0.0,Neutral
1587,"  Tina: Now, you took a decision when you were in Germany to take the chance to move to Norway",Katrin-Franke,0.25,Neutral,0.0,Neutral
1588, How important do you think that this decision has been for your career? Katrin: My personal opinion is that I wouldn't be a professor today if I had stayed in Germany,Katrin-Franke,0.2023,Neutral,0.2,Positive
1589," For me, the eagerness to reach out started to grow by attending conferences",Katrin-Franke,0.4215,Neutral,0.0,Neutral
1590, By being invited to give lectures at other universities,Katrin-Franke,0.1531,Neutral,0.0,Neutral
1591," I saw so many different cultures going to universities in Japan, the US, the Netherlands, Canada and I saw that there are other models of working, other ways of collaborating, other ways of research",Katrin-Franke,0.0,Neutral,0.25,Positive
1592, And then of course other ways of leading to impact and doing something that stays for longer,Katrin-Franke,0.0,Neutral,-0.05,Negative
1593,  I dreamed to go abroad shortly after I started on my PhD,Katrin-Franke,0.25,Neutral,0.0,Neutral
1594," I therefore started to read up on what it would mean to go abroad, what support networks are there for people that are going abroad etc",Katrin-Franke,0.4019,Neutral,-0.3125,Negative
1595, Also very practical requirements such as visa and work permits and so on,Katrin-Franke,0.0,Neutral,0.0,Neutral
1596, And also what is the life cycle of someone going abroad,Katrin-Franke,0.0,Neutral,0.0,Neutral
1597," For instance, it's fully normal that after six months living in a new country you hit the ground and start asking yourself 'Oh my God, what have I done?'",Katrin-Franke,0.2732,Neutral,0.1409090909090909,Positive
1598, In my case this happened when the nice snowy mountains in Norway and the blue sky were suddenly pitch black and I wanted to come back to Berlin in the real civilization and not only live with woods and bush,Katrin-Franke,0.4767,Neutral,0.10995670995670995,Positive
1599," But if you know that this is completely normal and that the pink clouds turn into desperation after six months and that you just need to carry on and it will be better again, then you may overcome the six months steps",Katrin-Franke,-0.2263,Neutral,0.024999999999999994,Positive
1600,"  For me it really helped to know that this happens to many and so when it happened to me I was just conscious and thinking 'Now it kicks in, now I need to carry on'",Katrin-Franke,0.4576,Neutral,0.26666666666666666,Positive
1601,  Tina: I would like to share the same feeling I had when I came to Germany,Katrin-Franke,0.6369,Positive,0.0,Neutral
1602, The first six months were like a holiday and then the hard work started,Katrin-Franke,0.5859,Positive,-0.020833333333333343,Negative
1603," But also that it was even harder actually to go back to Sweden after five years in Germany, because I had changed and so had Sweden",Katrin-Franke,-0.1027,Neutral,-0.14583333333333334,Negative
1604, So I had the same process going back,Katrin-Franke,0.0,Neutral,0.0,Neutral
1605,  But we are not going into that now,Katrin-Franke,0.0,Neutral,0.0,Neutral
1606, Instead we are going to round up hear and I would like you to think about and share your three most important tips and tricks for PhD students that would like to pursue an academic career,Katrin-Franke,0.7783,Positive,0.06666666666666667,Positive
1607," What would that be? Katrin: Number one, stay modest, independently of your achievements",Katrin-Franke,0.0772,Neutral,0.05,Positive
1608, Because there will always be someone in the room that is smarter than you,Katrin-Franke,0.4019,Neutral,0.21428571428571427,Positive
1609,"  Number two, nothing is impossible",Katrin-Franke,0.0772,Neutral,-0.6666666666666666,Negative
1610, Don't give up or don't take no for an answer,Katrin-Franke,0.0,Neutral,0.0,Neutral
1611," Question the no, challenge the no",Katrin-Franke,0.0772,Neutral,0.0,Neutral
1612, Try to find solutions around the no,Katrin-Franke,0.3182,Neutral,0.0,Neutral
1613," And if you are sure there is no workaround, then you can leave it",Katrin-Franke,0.2732,Neutral,0.5,Positive
1614,  The last thing is that I believe in buddies,Katrin-Franke,0.0,Neutral,0.0,Neutral
1615," I'm going diving and from diving I know that sometimes  if I'm deep under water, my air goes out",Katrin-Franke,0.0772,Neutral,0.0,Neutral
1616, And then the buddy will provide his or her spare air so that you will not die,Katrin-Franke,-0.5994,Negative,0.0,Neutral
1617," I believe in academia in particular, which is a very tough and competitive environment, you will face challenges much easier if you have a buddy that is sharing air with you",Katrin-Franke,0.6808,Positive,0.07037037037037037,Positive
1618," So find you buddy, support each other and build a strong team",Katrin-Franke,0.7184,Positive,0.4333333333333333,Positive
1619, It is a culture of sharing that will help you to make a difference,Katrin-Franke,0.5994,Positive,0.0,Neutral
1620,"  Tina: Thank you very much Professor Katrin Franke, professor at NTNU, Norway",Katrin-Franke,0.3612,Neutral,0.2,Positive
1621,   ,Katrin-Franke,0.0,Neutral,0.0,Neutral
1622,It's hard to believe that I am done with my first full academic year at Tufts,Vasanth-Sarathy,-0.1027,Neutral,0.07708333333333332,Positive
1623," I know everyone says time flies, but I often find that expression to be meaningless in the moment and unhelpful in hindsight",Vasanth-Sarathy,-0.4404,Neutral,0.15000000000000002,Positive
1624," When I am going through a challenging time I rarely feel like time flies and when it's done, I don't find myself at peace with the knowledge that it went by quickly",Vasanth-Sarathy,0.457,Neutral,0.48333333333333334,Positive
1625," But, sometimes, not always, that expression can bring to bear something quite empowering and confidence-boosting: the idea that experiences, both good and bad, are fleeting and must be, for the lack of a better term, experienced and learned from",Vasanth-Sarathy,0.7609,Positive,0.23333333333333336,Positive
1626," I learned a lot this past year, and if there is one thing I wish I knew when I started is to have confidence in myself and in my commitment to learn",Vasanth-Sarathy,0.8225,Positive,-0.25,Negative
1627," It can be challenging entering a new environment, but I think it is okay to strive to be confident in your own abilities and experiences",Vasanth-Sarathy,0.7717,Positive,0.37878787878787873,Positive
1628," I am a Computer Science and Cognitive Science student, which means I am required to take CS classes and also classes in other cognitive science topics like Philosophy and Psychology",Vasanth-Sarathy,0.3612,Neutral,-0.3125,Negative
1629, I love learning new things and this past year has been all about learning fun new concepts,Vasanth-Sarathy,0.8176,Positive,0.16454545454545452,Positive
1630," I learned about interesting questions in Computer Science like what is the computational complexity of video games like Super Mario Brothers, which by the way was proven to be NP-Complete (math-speak for really, really hard for computers) by our own Tufts Professor Greg Aloupis",Vasanth-Sarathy,0.9146,Positive,0.048333333333333325,Positive
1631," For the mathematically inclined amongst us, see here for proof",Vasanth-Sarathy,0.0,Neutral,0.0,Neutral
1632," I was able to learn about fascinating and profound philosophical questions about our own minds, consciousness and the ties between cognitive science and artificial intelligence with none other than Professor Dan Dennett",Vasanth-Sarathy,0.765,Positive,0.13666666666666666,Positive
1633," Philosophy, math, and computer science came together in a single class this semester for me as I learned about Turing Machines and the limits of what computers can do, all from Tufts' award-wining Professor Ben Hescott",Vasanth-Sarathy,0.8074,Positive,0.3642857142857143,Positive
1634," Ben brought a level of excitement, entertainment and humor to theoretical computer science that I have never seen",Vasanth-Sarathy,0.7964,Positive,0.0,Neutral
